GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - With earnings,Margin of Error; Total: - With earnings,Estimate; Total: - No earnings,Margin of Error; Total: - No earnings
1500000US360610001001,360610001001,"Block Group 1, Census Tract 1, New York County, New York",0,11,0,11,0,11
1500000US360610002010,360610002010,"Block Group 0, Census Tract 2.01, New York County, New York",0,11,0,11,0,11
1500000US360610002011,360610002011,"Block Group 1, Census Tract 2.01, New York County, New York",220,80,184,78,36,36
1500000US360610002012,360610002012,"Block Group 2, Census Tract 2.01, New York County, New York",765,81,430,87,335,89
1500000US360610002020,360610002020,"Block Group 0, Census Tract 2.02, New York County, New York",0,11,0,11,0,11
1500000US360610002021,360610002021,"Block Group 1, Census Tract 2.02, New York County, New York",315,125,199,105,116,72
1500000US360610002022,360610002022,"Block Group 2, Census Tract 2.02, New York County, New York",942,189,498,168,444,163
1500000US360610002023,360610002023,"Block Group 3, Census Tract 2.02, New York County, New York",703,154,287,135,416,130
1500000US360610002024,360610002024,"Block Group 4, Census Tract 2.02, New York County, New York",603,151,378,140,225,111
1500000US360610002025,360610002025,"Block Group 5, Census Tract 2.02, New York County, New York",871,144,605,124,266,119
1500000US360610005000,360610005000,"Block Group 0, Census Tract 5, New York County, New York",0,11,0,11,0,11
1500000US360610005001,360610005001,"Block Group 1, Census Tract 5, New York County, New York",0,11,0,11,0,11
1500000US360610005002,360610005002,"Block Group 2, Census Tract 5, New York County, New York",0,11,0,11,0,11
1500000US360610006000,360610006000,"Block Group 0, Census Tract 6, New York County, New York",0,11,0,11,0,11
1500000US360610006001,360610006001,"Block Group 1, Census Tract 6, New York County, New York",659,225,468,201,191,164
1500000US360610006002,360610006002,"Block Group 2, Census Tract 6, New York County, New York",907,244,353,231,554,171
1500000US360610006003,360610006003,"Block Group 3, Census Tract 6, New York County, New York",286,139,109,83,177,115
1500000US360610006004,360610006004,"Block Group 4, Census Tract 6, New York County, New York",412,180,237,158,175,131
1500000US360610006005,360610006005,"Block Group 5, Census Tract 6, New York County, New York",861,186,483,203,378,187
1500000US360610006006,360610006006,"Block Group 6, Census Tract 6, New York County, New York",973,207,566,260,407,195
1500000US360610007000,360610007000,"Block Group 0, Census Tract 7, New York County, New York",0,11,0,11,0,11
1500000US360610007001,360610007001,"Block Group 1, Census Tract 7, New York County, New York",4322,373,3985,366,337,105
1500000US360610007002,360610007002,"Block Group 2, Census Tract 7, New York County, New York",0,11,0,11,0,11
1500000US360610008000,360610008000,"Block Group 0, Census Tract 8, New York County, New York",0,11,0,11,0,11
1500000US360610008001,360610008001,"Block Group 1, Census Tract 8, New York County, New York",462,159,253,113,209,142
1500000US360610008002,360610008002,"Block Group 2, Census Tract 8, New York County, New York",491,126,430,109,61,64
1500000US360610008003,360610008003,"Block Group 3, Census Tract 8, New York County, New York",586,127,371,134,215,95
1500000US360610008004,360610008004,"Block Group 4, Census Tract 8, New York County, New York",822,165,435,123,387,156
1500000US360610008005,360610008005,"Block Group 5, Census Tract 8, New York County, New York",797,177,448,140,349,155
1500000US360610008006,360610008006,"Block Group 6, Census Tract 8, New York County, New York",493,159,289,130,204,108
1500000US360610009000,360610009000,"Block Group 0, Census Tract 9, New York County, New York",0,11,0,11,0,11
1500000US360610009001,360610009001,"Block Group 1, Census Tract 9, New York County, New York",851,72,807,72,44,24
1500000US360610009002,360610009002,"Block Group 2, Census Tract 9, New York County, New York",0,11,0,11,0,11
1500000US360610010010,360610010010,"Block Group 0, Census Tract 10.01, New York County, New York",0,11,0,11,0,11
1500000US360610010011,360610010011,"Block Group 1, Census Tract 10.01, New York County, New York",799,46,553,74,246,70
1500000US360610010020,360610010020,"Block Group 0, Census Tract 10.02, New York County, New York",0,11,0,11,0,11
1500000US360610010021,360610010021,"Block Group 1, Census Tract 10.02, New York County, New York",719,175,337,153,382,171
1500000US360610010022,360610010022,"Block Group 2, Census Tract 10.02, New York County, New York",635,201,205,122,430,194
1500000US360610010023,360610010023,"Block Group 3, Census Tract 10.02, New York County, New York",1114,236,763,207,351,139
1500000US360610012001,360610012001,"Block Group 1, Census Tract 12, New York County, New York",785,90,435,89,350,77
1500000US360610012002,360610012002,"Block Group 2, Census Tract 12, New York County, New York",506,90,330,84,176,82
1500000US360610012003,360610012003,"Block Group 3, Census Tract 12, New York County, New York",584,83,448,83,136,58
1500000US360610013001,360610013001,"Block Group 1, Census Tract 13, New York County, New York",1188,188,1178,191,10,17
1500000US360610013002,360610013002,"Block Group 2, Census Tract 13, New York County, New York",1385,178,1330,180,55,52
1500000US360610014011,360610014011,"Block Group 1, Census Tract 14.01, New York County, New York",790,84,539,101,251,69
1500000US360610014012,360610014012,"Block Group 2, Census Tract 14.01, New York County, New York",817,98,620,110,197,64
1500000US360610014021,360610014021,"Block Group 1, Census Tract 14.02, New York County, New York",804,102,508,88,296,79
1500000US360610014022,360610014022,"Block Group 2, Census Tract 14.02, New York County, New York",589,79,364,99,225,103
1500000US360610015010,360610015010,"Block Group 0, Census Tract 15.01, New York County, New York",0,11,0,11,0,11
1500000US360610015011,360610015011,"Block Group 1, Census Tract 15.01, New York County, New York",1345,218,1315,223,30,35
1500000US360610015012,360610015012,"Block Group 2, Census Tract 15.01, New York County, New York",1741,232,1017,193,724,212
1500000US360610015013,360610015013,"Block Group 3, Census Tract 15.01, New York County, New York",653,171,401,150,252,123
1500000US360610015020,360610015020,"Block Group 0, Census Tract 15.02, New York County, New York",0,11,0,11,0,11
1500000US360610015021,360610015021,"Block Group 1, Census Tract 15.02, New York County, New York",1165,157,1098,157,67,56
1500000US360610015022,360610015022,"Block Group 2, Census Tract 15.02, New York County, New York",1970,206,1950,206,20,34
1500000US360610015023,360610015023,"Block Group 3, Census Tract 15.02, New York County, New York",0,11,0,11,0,11
1500000US360610016001,360610016001,"Block Group 1, Census Tract 16, New York County, New York",1013,131,608,156,405,133
1500000US360610016002,360610016002,"Block Group 2, Census Tract 16, New York County, New York",309,96,222,106,87,64
1500000US360610016003,360610016003,"Block Group 3, Census Tract 16, New York County, New York",609,178,506,181,103,77
1500000US360610016004,360610016004,"Block Group 4, Census Tract 16, New York County, New York",494,128,448,121,46,53
1500000US360610016005,360610016005,"Block Group 5, Census Tract 16, New York County, New York",442,123,381,115,61,60
1500000US360610018001,360610018001,"Block Group 1, Census Tract 18, New York County, New York",575,177,390,156,185,106
1500000US360610018002,360610018002,"Block Group 2, Census Tract 18, New York County, New York",253,89,200,94,53,53
1500000US360610018003,360610018003,"Block Group 3, Census Tract 18, New York County, New York",638,150,638,150,0,11
1500000US360610018004,360610018004,"Block Group 4, Census Tract 18, New York County, New York",351,126,213,91,138,99
1500000US360610018005,360610018005,"Block Group 5, Census Tract 18, New York County, New York",401,145,326,142,75,72
1500000US360610018006,360610018006,"Block Group 6, Census Tract 18, New York County, New York",589,158,463,161,126,86
1500000US360610018007,360610018007,"Block Group 7, Census Tract 18, New York County, New York",342,102,279,94,63,55
1500000US360610020000,360610020000,"Block Group 0, Census Tract 20, New York County, New York",0,11,0,11,0,11
1500000US360610020001,360610020001,"Block Group 1, Census Tract 20, New York County, New York",1007,122,340,105,667,144
1500000US360610020002,360610020002,"Block Group 2, Census Tract 20, New York County, New York",655,102,299,82,356,113
1500000US360610020003,360610020003,"Block Group 3, Census Tract 20, New York County, New York",339,80,200,71,139,67
1500000US360610021001,360610021001,"Block Group 1, Census Tract 21, New York County, New York",1324,174,1267,181,57,48
1500000US360610021002,360610021002,"Block Group 2, Census Tract 21, New York County, New York",1458,205,1328,203,130,77
1500000US360610022011,360610022011,"Block Group 1, Census Tract 22.01, New York County, New York",898,174,510,141,388,128
1500000US360610022012,360610022012,"Block Group 2, Census Tract 22.01, New York County, New York",418,140,331,103,87,90
1500000US360610022013,360610022013,"Block Group 3, Census Tract 22.01, New York County, New York",522,166,165,110,357,168
1500000US360610022014,360610022014,"Block Group 4, Census Tract 22.01, New York County, New York",1187,182,779,185,408,188
1500000US360610022021,360610022021,"Block Group 1, Census Tract 22.02, New York County, New York",1128,61,935,91,193,97
1500000US360610024000,360610024000,"Block Group 0, Census Tract 24, New York County, New York",0,11,0,11,0,11
1500000US360610024001,360610024001,"Block Group 1, Census Tract 24, New York County, New York",1166,129,425,133,741,159
1500000US360610024002,360610024002,"Block Group 2, Census Tract 24, New York County, New York",713,128,392,118,321,124
1500000US360610025000,360610025000,"Block Group 0, Census Tract 25, New York County, New York",0,11,0,11,0,11
1500000US360610025001,360610025001,"Block Group 1, Census Tract 25, New York County, New York",1361,154,660,141,701,120
1500000US360610025002,360610025002,"Block Group 2, Census Tract 25, New York County, New York",237,89,105,68,132,77
1500000US360610025003,360610025003,"Block Group 3, Census Tract 25, New York County, New York",502,126,313,120,189,96
1500000US360610026011,360610026011,"Block Group 1, Census Tract 26.01, New York County, New York",792,102,618,100,174,80
1500000US360610026012,360610026012,"Block Group 2, Census Tract 26.01, New York County, New York",771,97,542,103,229,87
1500000US360610026021,360610026021,"Block Group 1, Census Tract 26.02, New York County, New York",860,147,614,150,246,101
1500000US360610026022,360610026022,"Block Group 2, Census Tract 26.02, New York County, New York",1209,141,1054,150,155,78
1500000US360610027001,360610027001,"Block Group 1, Census Tract 27, New York County, New York",638,49,415,65,223,61
1500000US360610028001,360610028001,"Block Group 1, Census Tract 28, New York County, New York",453,148,289,136,164,112
1500000US360610028002,360610028002,"Block Group 2, Census Tract 28, New York County, New York",686,153,518,140,168,103
1500000US360610028003,360610028003,"Block Group 3, Census Tract 28, New York County, New York",870,151,676,146,194,135
1500000US360610028004,360610028004,"Block Group 4, Census Tract 28, New York County, New York",1412,198,938,173,474,181
1500000US360610029001,360610029001,"Block Group 1, Census Tract 29, New York County, New York",416,121,249,109,167,77
1500000US360610029002,360610029002,"Block Group 2, Census Tract 29, New York County, New York",677,140,450,140,227,94
1500000US360610029003,360610029003,"Block Group 3, Census Tract 29, New York County, New York",905,135,670,146,235,118
1500000US360610029004,360610029004,"Block Group 4, Census Tract 29, New York County, New York",408,103,253,94,155,73
1500000US360610030011,360610030011,"Block Group 1, Census Tract 30.01, New York County, New York",704,150,642,155,62,51
1500000US360610030012,360610030012,"Block Group 2, Census Tract 30.01, New York County, New York",654,164,590,161,64,66
1500000US360610030013,360610030013,"Block Group 3, Census Tract 30.01, New York County, New York",491,143,453,145,38,43
