GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - With interest, dividends, or net rental income","Margin of Error; Total: - With interest, dividends, or net rental income","Estimate; Total: - No interest, dividends, or net rental income","Margin of Error; Total: - No interest, dividends, or net rental income"
1500000US360610001001,360610001001,"Block Group 1, Census Tract 1, New York County, New York",0,11,0,11,0,11
1500000US360610002010,360610002010,"Block Group 0, Census Tract 2.01, New York County, New York",0,11,0,11,0,11
1500000US360610002011,360610002011,"Block Group 1, Census Tract 2.01, New York County, New York",220,80,18,19,202,82
1500000US360610002012,360610002012,"Block Group 2, Census Tract 2.01, New York County, New York",765,81,14,16,751,84
1500000US360610002020,360610002020,"Block Group 0, Census Tract 2.02, New York County, New York",0,11,0,11,0,11
1500000US360610002021,360610002021,"Block Group 1, Census Tract 2.02, New York County, New York",315,125,64,55,251,129
1500000US360610002022,360610002022,"Block Group 2, Census Tract 2.02, New York County, New York",942,189,113,65,829,200
1500000US360610002023,360610002023,"Block Group 3, Census Tract 2.02, New York County, New York",703,154,53,84,650,148
1500000US360610002024,360610002024,"Block Group 4, Census Tract 2.02, New York County, New York",603,151,0,11,603,151
1500000US360610002025,360610002025,"Block Group 5, Census Tract 2.02, New York County, New York",871,144,304,90,567,144
1500000US360610005000,360610005000,"Block Group 0, Census Tract 5, New York County, New York",0,11,0,11,0,11
1500000US360610005001,360610005001,"Block Group 1, Census Tract 5, New York County, New York",0,11,0,11,0,11
1500000US360610005002,360610005002,"Block Group 2, Census Tract 5, New York County, New York",0,11,0,11,0,11
1500000US360610006000,360610006000,"Block Group 0, Census Tract 6, New York County, New York",0,11,0,11,0,11
1500000US360610006001,360610006001,"Block Group 1, Census Tract 6, New York County, New York",659,225,39,62,620,214
1500000US360610006002,360610006002,"Block Group 2, Census Tract 6, New York County, New York",907,244,62,74,845,241
1500000US360610006003,360610006003,"Block Group 3, Census Tract 6, New York County, New York",286,139,17,34,269,136
1500000US360610006004,360610006004,"Block Group 4, Census Tract 6, New York County, New York",412,180,0,11,412,180
1500000US360610006005,360610006005,"Block Group 5, Census Tract 6, New York County, New York",861,186,39,49,822,190
1500000US360610006006,360610006006,"Block Group 6, Census Tract 6, New York County, New York",973,207,84,64,889,208
1500000US360610007000,360610007000,"Block Group 0, Census Tract 7, New York County, New York",0,11,0,11,0,11
1500000US360610007001,360610007001,"Block Group 1, Census Tract 7, New York County, New York",4322,373,1078,248,3244,360
1500000US360610007002,360610007002,"Block Group 2, Census Tract 7, New York County, New York",0,11,0,11,0,11
1500000US360610008000,360610008000,"Block Group 0, Census Tract 8, New York County, New York",0,11,0,11,0,11
1500000US360610008001,360610008001,"Block Group 1, Census Tract 8, New York County, New York",462,159,15,26,447,157
1500000US360610008002,360610008002,"Block Group 2, Census Tract 8, New York County, New York",491,126,22,24,469,132
1500000US360610008003,360610008003,"Block Group 3, Census Tract 8, New York County, New York",586,127,71,64,515,128
1500000US360610008004,360610008004,"Block Group 4, Census Tract 8, New York County, New York",822,165,121,95,701,151
1500000US360610008005,360610008005,"Block Group 5, Census Tract 8, New York County, New York",797,177,55,48,742,179
1500000US360610008006,360610008006,"Block Group 6, Census Tract 8, New York County, New York",493,159,23,36,470,163
1500000US360610009000,360610009000,"Block Group 0, Census Tract 9, New York County, New York",0,11,0,11,0,11
1500000US360610009001,360610009001,"Block Group 1, Census Tract 9, New York County, New York",851,72,259,49,592,77
1500000US360610009002,360610009002,"Block Group 2, Census Tract 9, New York County, New York",0,11,0,11,0,11
1500000US360610010010,360610010010,"Block Group 0, Census Tract 10.01, New York County, New York",0,11,0,11,0,11
1500000US360610010011,360610010011,"Block Group 1, Census Tract 10.01, New York County, New York",799,46,252,58,547,66
1500000US360610010020,360610010020,"Block Group 0, Census Tract 10.02, New York County, New York",0,11,0,11,0,11
1500000US360610010021,360610010021,"Block Group 1, Census Tract 10.02, New York County, New York",719,175,12,21,707,176
1500000US360610010022,360610010022,"Block Group 2, Census Tract 10.02, New York County, New York",635,201,0,11,635,201
1500000US360610010023,360610010023,"Block Group 3, Census Tract 10.02, New York County, New York",1114,236,14,22,1100,237
1500000US360610012001,360610012001,"Block Group 1, Census Tract 12, New York County, New York",785,90,61,35,724,93
1500000US360610012002,360610012002,"Block Group 2, Census Tract 12, New York County, New York",506,90,120,41,386,98
1500000US360610012003,360610012003,"Block Group 3, Census Tract 12, New York County, New York",584,83,169,67,415,97
1500000US360610013001,360610013001,"Block Group 1, Census Tract 13, New York County, New York",1188,188,221,102,967,192
1500000US360610013002,360610013002,"Block Group 2, Census Tract 13, New York County, New York",1385,178,436,130,949,197
1500000US360610014011,360610014011,"Block Group 1, Census Tract 14.01, New York County, New York",790,84,207,67,583,99
1500000US360610014012,360610014012,"Block Group 2, Census Tract 14.01, New York County, New York",817,98,362,94,455,92
1500000US360610014021,360610014021,"Block Group 1, Census Tract 14.02, New York County, New York",804,102,104,54,700,98
1500000US360610014022,360610014022,"Block Group 2, Census Tract 14.02, New York County, New York",589,79,110,60,479,96
1500000US360610015010,360610015010,"Block Group 0, Census Tract 15.01, New York County, New York",0,11,0,11,0,11
1500000US360610015011,360610015011,"Block Group 1, Census Tract 15.01, New York County, New York",1345,218,451,153,894,207
1500000US360610015012,360610015012,"Block Group 2, Census Tract 15.01, New York County, New York",1741,232,352,123,1389,247
1500000US360610015013,360610015013,"Block Group 3, Census Tract 15.01, New York County, New York",653,171,29,36,624,170
1500000US360610015020,360610015020,"Block Group 0, Census Tract 15.02, New York County, New York",0,11,0,11,0,11
1500000US360610015021,360610015021,"Block Group 1, Census Tract 15.02, New York County, New York",1165,157,472,139,693,149
1500000US360610015022,360610015022,"Block Group 2, Census Tract 15.02, New York County, New York",1970,206,344,120,1626,199
1500000US360610015023,360610015023,"Block Group 3, Census Tract 15.02, New York County, New York",0,11,0,11,0,11
1500000US360610016001,360610016001,"Block Group 1, Census Tract 16, New York County, New York",1013,131,98,57,915,137
1500000US360610016002,360610016002,"Block Group 2, Census Tract 16, New York County, New York",309,96,60,48,249,100
