GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
1500000US360610001001,360610001001,"Block Group 1, Census Tract 1, New York County, New York",0,11,0,11,0,11
1500000US360610002010,360610002010,"Block Group 0, Census Tract 2.01, New York County, New York",0,11,0,11,0,11
1500000US360610002011,360610002011,"Block Group 1, Census Tract 2.01, New York County, New York",220,80,6,9,214,79
1500000US360610002012,360610002012,"Block Group 2, Census Tract 2.01, New York County, New York",765,81,0,11,765,81
1500000US360610002020,360610002020,"Block Group 0, Census Tract 2.02, New York County, New York",0,11,0,11,0,11
1500000US360610002021,360610002021,"Block Group 1, Census Tract 2.02, New York County, New York",315,125,59,45,256,120
1500000US360610002022,360610002022,"Block Group 2, Census Tract 2.02, New York County, New York",942,189,238,120,704,188
1500000US360610002023,360610002023,"Block Group 3, Census Tract 2.02, New York County, New York",703,154,16,27,687,157
1500000US360610002024,360610002024,"Block Group 4, Census Tract 2.02, New York County, New York",603,151,0,11,603,151
1500000US360610002025,360610002025,"Block Group 5, Census Tract 2.02, New York County, New York",871,144,515,123,356,135
1500000US360610005000,360610005000,"Block Group 0, Census Tract 5, New York County, New York",0,11,0,11,0,11
1500000US360610005001,360610005001,"Block Group 1, Census Tract 5, New York County, New York",0,11,0,11,0,11
1500000US360610005002,360610005002,"Block Group 2, Census Tract 5, New York County, New York",0,11,0,11,0,11
1500000US360610006000,360610006000,"Block Group 0, Census Tract 6, New York County, New York",0,11,0,11,0,11
1500000US360610006001,360610006001,"Block Group 1, Census Tract 6, New York County, New York",659,225,39,62,620,214
1500000US360610006002,360610006002,"Block Group 2, Census Tract 6, New York County, New York",907,244,0,11,907,244
1500000US360610006003,360610006003,"Block Group 3, Census Tract 6, New York County, New York",286,139,51,60,235,124
1500000US360610006004,360610006004,"Block Group 4, Census Tract 6, New York County, New York",412,180,0,11,412,180
1500000US360610006005,360610006005,"Block Group 5, Census Tract 6, New York County, New York",861,186,0,11,861,186
1500000US360610006006,360610006006,"Block Group 6, Census Tract 6, New York County, New York",973,207,132,146,841,208
1500000US360610007000,360610007000,"Block Group 0, Census Tract 7, New York County, New York",0,11,0,11,0,11
1500000US360610007001,360610007001,"Block Group 1, Census Tract 7, New York County, New York",4322,373,938,223,3384,369
