GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Family households:,Margin of Error; Family households:,Estimate; Family households: - Married-couple family,Margin of Error; Family households: - Married-couple family,Estimate; Family households: - Other family:,Margin of Error; Family households: - Other family:,"Estimate; Family households: - Other family: - Male householder, no wife present","Margin of Error; Family households: - Other family: - Male householder, no wife present","Estimate; Family households: - Other family: - Female householder, no husband present","Margin of Error; Family households: - Other family: - Female householder, no husband present",Estimate; Nonfamily households:,Margin of Error; Nonfamily households:,Estimate; Nonfamily households: - Householder living alone,Margin of Error; Nonfamily households: - Householder living alone,Estimate; Nonfamily households: - Householder not living alone,Margin of Error; Nonfamily households: - Householder not living alone
1400000US36061000100,36061000100,"Census Tract 1, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061000201,36061000201,"Census Tract 2.01, New York County, New York",978,62,601,87,334,106,267,104,65,52,202,94,377,83,282,98,95,53
1400000US36061000202,36061000202,"Census Tract 2.02, New York County, New York",3541,120,1933,220,1117,205,816,195,117,86,699,181,1608,215,1534,205,74,63
1400000US36061000500,36061000500,"Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061000600,36061000600,"Census Tract 6, New York County, New York",4161,194,2631,361,1368,318,1263,359,380,262,883,381,1530,306,1468,305,62,63
1400000US36061000700,36061000700,"Census Tract 7, New York County, New York",4511,313,1353,320,1246,324,107,92,63,64,44,58,3158,325,1990,368,1168,251
1400000US36061000800,36061000800,"Census Tract 8, New York County, New York",3431,219,2227,280,1352,282,875,220,239,132,636,198,1204,234,1078,225,126,88
1400000US36061000900,36061000900,"Census Tract 9, New York County, New York",843,82,398,74,349,73,49,28,11,9,38,28,445,73,298,68,147,42
1400000US36061001001,36061001001,"Census Tract 10.01, New York County, New York",790,46,338,59,280,60,58,28,5,8,53,27,452,74,424,74,28,17
1400000US36061001002,36061001002,"Census Tract 10.02, New York County, New York",2389,117,1316,262,291,111,1025,258,194,120,831,242,1073,267,1037,266,36,49
1400000US36061001200,36061001200,"Census Tract 12, New York County, New York",1870,72,829,129,582,119,247,80,90,50,157,63,1041,131,967,123,74,39
1400000US36061001300,36061001300,"Census Tract 13, New York County, New York",2470,196,674,179,536,151,138,110,76,86,62,52,1796,222,1329,221,467,133
1400000US36061001401,36061001401,"Census Tract 14.01, New York County, New York",1676,81,757,122,634,121,123,51,23,21,100,47,919,132,810,127,109,59
1400000US36061001402,36061001402,"Census Tract 14.02, New York County, New York",1378,67,519,109,311,96,208,63,68,51,140,63,859,104,676,94,183,57
1400000US36061001501,36061001501,"Census Tract 15.01, New York County, New York",3693,224,1310,221,1069,198,241,107,111,71,130,69,2383,261,2008,281,375,129
1400000US36061001502,36061001502,"Census Tract 15.02, New York County, New York",3138,217,1186,192,1071,187,115,61,71,44,44,40,1952,253,1124,217,828,175
1400000US36061001600,36061001600,"Census Tract 16, New York County, New York",2899,245,1550,282,1144,270,406,140,97,61,309,121,1349,251,1052,247,297,124
1400000US36061001800,36061001800,"Census Tract 18, New York County, New York",3120,162,1221,219,805,193,416,175,148,109,268,142,1899,213,1345,208,554,156
1400000US36061002000,36061002000,"Census Tract 20, New York County, New York",1955,49,1073,151,298,101,775,160,51,51,724,151,882,142,882,142,0,11
1400000US36061002100,36061002100,"Census Tract 21, New York County, New York",2744,205,1498,198,1427,209,71,56,9,16,62,54,1246,205,894,204,352,106
1400000US36061002201,36061002201,"Census Tract 22.01, New York County, New York",2998,134,1435,185,614,175,821,193,194,115,627,155,1563,212,1418,203,145,66
1400000US36061002202,36061002202,"Census Tract 22.02, New York County, New York",1077,75,320,81,232,71,88,48,12,18,76,47,757,86,594,92,163,70
1400000US36061002400,36061002400,"Census Tract 24, New York County, New York",2122,69,1162,178,325,110,837,184,60,52,777,185,960,170,848,168,112,78
1400000US36061002500,36061002500,"Census Tract 25, New York County, New York",2035,71,1339,143,624,140,715,120,133,96,582,111,696,144,663,145,33,42
1400000US36061002601,36061002601,"Census Tract 26.01, New York County, New York",1583,70,816,119,457,109,359,88,90,50,269,73,767,120,564,121,203,70
1400000US36061002602,36061002602,"Census Tract 26.02, New York County, New York",2118,115,754,175,599,178,155,83,51,59,104,66,1364,171,998,188,366,110
1400000US36061002700,36061002700,"Census Tract 27, New York County, New York",627,48,369,69,265,71,104,53,15,23,89,49,258,69,209,60,49,33
1400000US36061002800,36061002800,"Census Tract 28, New York County, New York",3380,138,1596,250,596,175,1000,198,172,132,828,184,1784,233,1528,225,256,98
1400000US36061002900,36061002900,"Census Tract 29, New York County, New York",2281,156,1080,211,673,170,407,167,185,118,222,125,1201,231,1090,229,111,55
1400000US36061003001,36061003001,"Census Tract 30.01, New York County, New York",2322,138,364,122,210,72,154,99,41,46,113,98,1958,187,1414,213,544,121
1400000US36061003002,36061003002,"Census Tract 30.02, New York County, New York",1759,97,431,89,159,68,272,89,19,24,253,91,1328,124,1158,133,170,61
1400000US36061003100,36061003100,"Census Tract 31, New York County, New York",740,62,301,74,279,72,22,20,0,11,22,20,439,59,304,63,135,39
1400000US36061003200,36061003200,"Census Tract 32, New York County, New York",4591,230,1203,276,818,263,385,167,153,121,232,127,3388,364,2568,380,820,208
1400000US36061003300,36061003300,"Census Tract 33, New York County, New York",2421,209,1177,183,1060,184,117,73,43,46,74,54,1244,215,1035,205,209,105
1400000US36061003400,36061003400,"Census Tract 34, New York County, New York",3705,262,696,196,530,180,166,96,28,41,138,93,3009,328,2319,319,690,191
1400000US36061003601,36061003601,"Census Tract 36.01, New York County, New York",1476,91,701,101,332,83,369,82,141,69,228,72,775,117,683,117,92,45
1400000US36061003602,36061003602,"Census Tract 36.02, New York County, New York",1308,101,373,110,289,109,84,44,38,32,46,36,935,111,716,119,219,63
1400000US36061003700,36061003700,"Census Tract 37, New York County, New York",1348,129,513,114,381,108,132,66,38,27,94,62,835,143,689,136,146,66
1400000US36061003800,36061003800,"Census Tract 38, New York County, New York",5153,308,939,315,721,254,218,195,42,53,176,187,4214,402,3404,453,810,204
1400000US36061003900,36061003900,"Census Tract 39, New York County, New York",2572,214,1381,196,1032,168,349,148,29,30,320,142,1191,197,1014,194,177,84
1400000US36061004000,36061004000,"Census Tract 40, New York County, New York",4330,228,1109,281,863,255,246,174,119,140,127,102,3221,334,2304,386,917,267
1400000US36061004100,36061004100,"Census Tract 41, New York County, New York",3480,208,1480,265,1068,234,412,153,133,102,279,119,2000,251,1374,252,626,205
1400000US36061004200,36061004200,"Census Tract 42, New York County, New York",1506,141,465,120,382,121,83,43,16,18,67,38,1041,133,769,147,272,93
1400000US36061004300,36061004300,"Census Tract 43, New York County, New York",2306,190,714,162,629,165,85,61,26,43,59,48,1592,237,1143,224,449,147
1400000US36061004400,36061004400,"Census Tract 44, New York County, New York",8070,352,2782,420,1854,468,928,375,110,170,818,318,5288,505,3565,602,1723,356
1400000US36061004500,36061004500,"Census Tract 45, New York County, New York",395,66,208,41,155,39,53,34,33,27,20,22,187,61,145,56,42,21
1400000US36061004700,36061004700,"Census Tract 47, New York County, New York",1242,115,398,89,323,85,75,57,0,11,75,57,844,126,632,131,212,86
1400000US36061004800,36061004800,"Census Tract 48, New York County, New York",3370,229,1019,210,880,204,139,102,63,70,76,67,2351,244,1784,251,567,172
1400000US36061004900,36061004900,"Census Tract 49, New York County, New York",2452,188,761,150,650,143,111,60,14,21,97,55,1691,196,1346,208,345,126
1400000US36061005000,36061005000,"Census Tract 50, New York County, New York",2755,219,835,156,729,146,106,69,50,49,56,45,1920,243,1409,222,511,170
1400000US36061005200,36061005200,"Census Tract 52, New York County, New York",1510,110,688,136,601,119,87,53,14,17,73,50,822,114,583,118,239,90
1400000US36061005400,36061005400,"Census Tract 54, New York County, New York",2587,197,757,172,664,166,93,68,57,66,36,36,1830,195,1540,215,290,88
1400000US36061005501,36061005501,"Census Tract 55.01, New York County, New York",2064,189,1018,197,884,201,134,78,43,49,91,57,1046,227,917,202,129,88
1400000US36061005502,36061005502,"Census Tract 55.02, New York County, New York",1077,103,423,107,317,85,106,75,7,12,99,75,654,129,501,117,153,67
1400000US36061005600,36061005600,"Census Tract 56, New York County, New York",1679,210,525,177,501,178,24,29,0,11,24,29,1154,183,937,180,217,98
1400000US36061005700,36061005700,"Census Tract 57, New York County, New York",1613,123,560,87,493,68,67,62,0,11,67,62,1053,144,912,148,141,64
1400000US36061005800,36061005800,"Census Tract 58, New York County, New York",2032,187,588,171,503,159,85,59,64,50,21,34,1444,229,1151,226,293,130
1400000US36061005900,36061005900,"Census Tract 59, New York County, New York",2930,230,977,221,926,215,51,48,0,16,51,48,1953,243,1646,253,307,142
1400000US36061006000,36061006000,"Census Tract 60, New York County, New York",2410,95,1116,196,923,166,193,100,0,16,193,100,1294,190,889,176,405,150
1400000US36061006100,36061006100,"Census Tract 61, New York County, New York",2230,185,710,147,564,143,146,116,100,103,46,48,1520,208,1417,214,103,63
1400000US36061006200,36061006200,"Census Tract 62, New York County, New York",1342,60,517,115,427,102,90,46,8,14,82,45,825,111,602,113,223,68
1400000US36061006300,36061006300,"Census Tract 63, New York County, New York",3669,199,1067,196,923,202,144,73,58,53,86,58,2602,250,2206,269,396,157
1400000US36061006400,36061006400,"Census Tract 64, New York County, New York",4427,303,1348,295,1016,244,332,181,84,72,248,165,3079,330,2400,390,679,225
1400000US36061006500,36061006500,"Census Tract 65, New York County, New York",3110,209,751,169,529,156,222,139,157,129,65,53,2359,242,1622,235,737,161
