GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1500000US360610001001,360610001001,"Block Group 1, Census Tract 1, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610002010,360610002010,"Block Group 0, Census Tract 2.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610002011,360610002011,"Block Group 1, Census Tract 2.01, New York County, New York",898,304,173,165,0,11,0,11,8,13,0,11,0,11,0,11,45,63,45,50,2,4,65,75,43,41,3,4,0,11,28,43,245,123,1,4,20,26,2,3,32,46,123,92,63,53,0,11,0,11
1500000US360610002012,360610002012,"Block Group 2, Census Tract 2.01, New York County, New York",1087,208,96,63,17,24,0,11,54,84,0,11,49,56,0,11,24,30,17,21,29,36,30,27,72,57,17,25,37,34,37,43,234,98,99,64,20,21,137,90,24,27,94,56,0,11,0,11,0,11
1500000US360610002020,360610002020,"Block Group 0, Census Tract 2.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610002021,360610002021,"Block Group 1, Census Tract 2.02, New York County, New York",480,224,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,50,71,23,40,21,37,12,20,46,67,11,22,34,43,79,70,18,31,37,55,15,24,32,53,102,76,0,11,0,11,0,11
1500000US360610002022,360610002022,"Block Group 2, Census Tract 2.02, New York County, New York",1438,350,28,35,0,11,0,11,0,11,0,11,0,11,0,11,0,11,50,51,4,11,51,68,8,17,15,11,61,57,54,53,246,114,78,66,100,81,183,118,80,74,341,165,100,77,39,44,0,11
1500000US360610002023,360610002023,"Block Group 3, Census Tract 2.02, New York County, New York",1269,324,71,104,0,11,0,11,0,11,0,11,0,11,0,11,50,42,169,165,33,38,17,28,45,57,61,61,15,24,41,39,263,144,77,64,39,45,236,147,33,45,106,63,13,22,0,11,0,11
1500000US360610002024,360610002024,"Block Group 4, Census Tract 2.02, New York County, New York",1180,346,17,27,0,11,0,11,15,25,0,11,12,21,28,34,14,23,33,39,21,34,180,168,14,22,34,45,37,40,11,17,357,213,49,43,24,40,203,153,23,33,42,50,66,96,0,11,0,11
1500000US360610002025,360610002025,"Block Group 5, Census Tract 2.02, New York County, New York",1706,351,106,95,0,11,0,11,12,19,0,11,0,11,0,11,16,24,38,41,0,11,0,11,14,22,0,11,0,11,102,114,536,284,0,11,0,11,256,178,29,42,368,152,147,91,52,52,30,36
1500000US360610005000,360610005000,"Block Group 0, Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610005001,360610005001,"Block Group 1, Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610005002,360610005002,"Block Group 2, Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610006000,360610006000,"Block Group 0, Census Tract 6, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610006001,360610006001,"Block Group 1, Census Tract 6, New York County, New York",590,241,66,86,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,17,40,65,24,43,0,11,59,85,0,11,0,11,42,64,20,43,0,11,13,35,12,19,188,112,61,58,55,87,2,5
1500000US360610006002,360610006002,"Block Group 2, Census Tract 6, New York County, New York",2445,789,195,154,0,11,0,11,0,11,0,11,39,44,27,44,179,152,281,223,0,11,123,105,127,127,162,168,35,59,119,115,221,151,78,105,18,31,318,247,335,373,125,102,63,104,0,11,0,11
1500000US360610006003,360610006003,"Block Group 3, Census Tract 6, New York County, New York",699,485,129,142,0,11,0,11,0,11,35,61,0,11,0,11,0,11,0,11,0,11,0,11,0,11,33,52,0,11,0,11,275,299,0,11,0,11,29,47,0,11,121,164,77,77,0,11,0,11
1500000US360610006004,360610006004,"Block Group 4, Census Tract 6, New York County, New York",857,395,77,79,0,11,0,11,0,11,6,12,0,11,0,11,37,38,62,59,37,59,83,96,57,76,37,43,139,122,0,11,273,291,0,11,8,16,21,21,0,11,6,13,14,20,0,11,0,11
1500000US360610006005,360610006005,"Block Group 5, Census Tract 6, New York County, New York",1882,661,160,111,0,11,25,41,0,11,84,100,0,11,63,83,39,71,267,243,49,63,25,30,268,253,130,128,122,170,53,91,74,63,70,54,64,79,55,75,45,74,271,232,0,11,18,29,0,11
1500000US360610006006,360610006006,"Block Group 6, Census Tract 6, New York County, New York",1887,569,361,341,0,11,0,11,24,39,0,11,0,11,13,20,45,57,95,71,0,11,82,78,22,37,25,36,0,11,186,148,292,196,118,116,25,31,168,130,133,176,254,252,23,37,0,11,21,55
1500000US360610007000,360610007000,"Block Group 0, Census Tract 7, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610007001,360610007001,"Block Group 1, Census Tract 7, New York County, New York",6758,704,128,147,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,89,115,1,2,2,4,0,16,51,81,103,98,0,16,64,75,357,259,106,100,3175,620,1714,414,691,249,277,147
1500000US360610007002,360610007002,"Block Group 2, Census Tract 7, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610008000,360610008000,"Block Group 0, Census Tract 8, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610008001,360610008001,"Block Group 1, Census Tract 8, New York County, New York",834,291,139,106,0,11,14,22,0,11,0,11,21,34,0,11,28,42,210,173,40,47,31,35,14,24,30,32,20,25,32,38,34,54,15,27,0,11,34,54,11,18,46,54,56,66,0,11,59,99
1500000US360610008002,360610008002,"Block Group 2, Census Tract 8, New York County, New York",1101,367,99,69,0,11,0,11,0,11,13,21,0,11,23,32,90,75,107,97,0,11,84,76,24,28,65,75,0,11,42,51,149,89,14,25,0,11,80,68,42,53,194,134,22,37,53,83,0,11
1500000US360610008003,360610008003,"Block Group 3, Census Tract 8, New York County, New York",1151,396,28,32,0,11,0,11,0,11,0,11,19,30,27,44,14,23,219,165,39,63,114,90,242,164,64,48,21,36,43,56,89,70,0,11,14,24,0,11,66,84,58,55,79,125,15,24,0,11
1500000US360610008004,360610008004,"Block Group 4, Census Tract 8, New York County, New York",1545,418,51,47,0,11,0,11,0,11,0,11,0,11,0,11,81,80,174,116,49,48,106,116,90,86,0,11,102,123,61,98,340,161,0,11,33,53,200,162,59,73,127,109,72,82,0,11,0,11
1500000US360610008005,360610008005,"Block Group 5, Census Tract 8, New York County, New York",1565,357,110,95,0,11,0,11,0,11,0,11,0,11,30,48,90,76,49,64,96,105,73,63,91,105,50,53,0,11,60,45,457,188,0,11,68,58,70,59,23,36,213,107,85,74,0,11,0,11
1500000US360610008006,360610008006,"Block Group 6, Census Tract 8, New York County, New York",1150,403,175,128,0,11,0,11,0,11,0,11,82,78,113,117,137,114,53,63,0,11,68,81,127,122,0,11,20,32,14,21,96,71,0,11,15,25,11,18,0,11,223,227,16,27,0,11,0,11
1500000US360610009000,360610009000,"Block Group 0, Census Tract 9, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610009001,360610009001,"Block Group 1, Census Tract 9, New York County, New York",1084,154,12,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,36,0,11,61,43,0,11,22,24,129,86,14,13,359,102,255,82,127,42,88,45
1500000US360610009002,360610009002,"Block Group 2, Census Tract 9, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010010,360610010010,"Block Group 0, Census Tract 10.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010011,360610010011,"Block Group 1, Census Tract 10.01, New York County, New York",1230,146,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,32,49,0,11,4,7,0,11,7,11,204,116,19,17,24,20,103,49,85,65,463,95,241,80,32,24,16,14
1500000US360610010020,360610010020,"Block Group 0, Census Tract 10.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010021,360610010021,"Block Group 1, Census Tract 10.02, New York County, New York",1314,248,94,109,0,11,0,11,0,11,0,11,0,11,0,11,0,11,85,113,29,45,27,30,9,26,68,67,66,78,57,48,263,163,131,100,19,30,214,144,145,176,40,41,42,65,25,41,0,11
1500000US360610010022,360610010022,"Block Group 2, Census Tract 10.02, New York County, New York",1148,261,92,82,0,11,0,11,0,11,14,23,28,21,30,48,0,11,53,44,19,32,24,38,85,85,29,40,41,49,99,82,322,163,92,74,0,11,122,73,22,36,76,81,0,11,0,11,0,11
1500000US360610010023,360610010023,"Block Group 3, Census Tract 10.02, New York County, New York",1728,418,10,14,0,11,0,11,20,33,75,104,13,20,0,11,17,22,78,64,15,26,62,85,154,86,179,154,123,123,20,22,315,169,123,80,125,100,175,99,107,105,68,63,49,49,0,11,0,11
1500000US360610012001,360610012001,"Block Group 1, Census Tract 12, New York County, New York",1414,209,145,106,0,11,0,11,0,11,32,51,64,58,36,44,19,23,52,54,16,23,98,81,19,29,49,47,16,14,43,40,275,147,38,40,29,27,121,67,91,70,177,82,61,41,22,17,11,18
1500000US360610012002,360610012002,"Block Group 2, Census Tract 12, New York County, New York",621,193,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,17,0,11,23,34,0,11,20,25,25,27,10,16,28,23,87,48,7,13,212,100,140,92,26,26,33,53
1500000US360610012003,360610012003,"Block Group 3, Census Tract 12, New York County, New York",797,163,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,85,53,8,13,15,19,81,54,59,44,304,107,200,102,36,29,9,14
1500000US360610013001,360610013001,"Block Group 1, Census Tract 13, New York County, New York",1568,297,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,22,0,11,0,11,112,120,0,11,52,51,64,51,36,59,785,228,386,137,59,57,64,73
1500000US360610013002,360610013002,"Block Group 2, Census Tract 13, New York County, New York",1670,297,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,27,31,0,11,0,11,49,36,95,71,864,237,378,178,234,115,23,38
1500000US360610014011,360610014011,"Block Group 1, Census Tract 14.01, New York County, New York",1231,207,25,25,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,20,28,36,0,11,0,11,0,11,11,17,121,64,0,11,8,12,40,26,0,11,512,177,266,107,108,58,100,71
1500000US360610014012,360610014012,"Block Group 2, Census Tract 14.01, New York County, New York",1426,185,66,69,0,11,0,11,0,11,0,11,0,11,8,12,0,11,10,20,13,20,2,5,2,5,3,5,0,11,54,53,261,141,36,36,29,25,113,52,73,51,419,121,146,61,138,79,53,30
1500000US360610014021,360610014021,"Block Group 1, Census Tract 14.02, New York County, New York",1272,217,127,60,0,11,0,11,6,12,4,9,0,11,16,25,0,11,5,9,47,46,17,28,13,20,0,11,0,11,24,39,124,64,31,25,31,29,149,92,40,39,381,132,172,91,36,45,49,49
