GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Science and Engineering,Margin of Error; Total: - Science and Engineering,Estimate; Total: - Science and Engineering Related Fields,Margin of Error; Total: - Science and Engineering Related Fields,Estimate; Total: - Business,Margin of Error; Total: - Business,Estimate; Total: - Education,Margin of Error; Total: - Education,"Estimate; Total: - Arts, Humanities and Other","Margin of Error; Total: - Arts, Humanities and Other"
1500000US360610001001,360610001001,"Block Group 1, Census Tract 1, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610002010,360610002010,"Block Group 0, Census Tract 2.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610002011,360610002011,"Block Group 1, Census Tract 2.01, New York County, New York",186,107,76,70,0,11,34,33,0,11,76,49
1500000US360610002012,360610002012,"Block Group 2, Census Tract 2.01, New York County, New York",94,56,48,34,0,11,14,25,16,13,16,25
1500000US360610002020,360610002020,"Block Group 0, Census Tract 2.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610002021,360610002021,"Block Group 1, Census Tract 2.02, New York County, New York",102,76,41,46,35,53,0,11,0,11,26,30
1500000US360610002022,360610002022,"Block Group 2, Census Tract 2.02, New York County, New York",480,179,185,153,0,11,60,64,43,49,192,106
1500000US360610002023,360610002023,"Block Group 3, Census Tract 2.02, New York County, New York",119,66,79,60,9,18,0,11,0,11,31,36
1500000US360610002024,360610002024,"Block Group 4, Census Tract 2.02, New York County, New York",108,92,15,24,0,11,0,11,66,96,27,45
1500000US360610002025,360610002025,"Block Group 5, Census Tract 2.02, New York County, New York",597,214,186,135,51,52,155,112,67,69,138,84
1500000US360610005000,360610005000,"Block Group 0, Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610005001,360610005001,"Block Group 1, Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610005002,360610005002,"Block Group 2, Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610006000,360610006000,"Block Group 0, Census Tract 6, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610006001,360610006001,"Block Group 1, Census Tract 6, New York County, New York",306,163,70,61,0,11,61,65,30,50,145,117
1500000US360610006002,360610006002,"Block Group 2, Census Tract 6, New York County, New York",188,150,70,83,0,11,28,47,90,114,0,11
1500000US360610006003,360610006003,"Block Group 3, Census Tract 6, New York County, New York",198,159,42,52,0,11,0,11,13,23,143,168
1500000US360610006004,360610006004,"Block Group 4, Census Tract 6, New York County, New York",20,15,0,11,0,11,6,13,14,20,0,11
1500000US360610006005,360610006005,"Block Group 5, Census Tract 6, New York County, New York",289,234,211,228,35,42,0,11,0,11,43,49
1500000US360610006006,360610006006,"Block Group 6, Census Tract 6, New York County, New York",298,257,100,106,0,11,124,143,0,11,74,107
1500000US360610007000,360610007000,"Block Group 0, Census Tract 7, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610007001,360610007001,"Block Group 1, Census Tract 7, New York County, New York",5857,638,2173,384,261,144,1618,407,164,131,1641,382
1500000US360610007002,360610007002,"Block Group 2, Census Tract 7, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610008000,360610008000,"Block Group 0, Census Tract 8, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610008001,360610008001,"Block Group 1, Census Tract 8, New York County, New York",161,175,21,34,0,11,40,65,0,11,100,160
1500000US360610008002,360610008002,"Block Group 2, Census Tract 8, New York County, New York",269,216,64,64,0,11,145,165,0,11,60,56
1500000US360610008003,360610008003,"Block Group 3, Census Tract 8, New York County, New York",152,149,55,69,0,11,0,11,39,62,58,55
1500000US360610008004,360610008004,"Block Group 4, Census Tract 8, New York County, New York",199,133,0,11,0,11,34,55,73,78,92,95
1500000US360610008005,360610008005,"Block Group 5, Census Tract 8, New York County, New York",298,160,101,74,0,11,57,55,43,47,97,76
1500000US360610008006,360610008006,"Block Group 6, Census Tract 8, New York County, New York",239,228,169,225,0,11,59,91,0,11,11,18
1500000US360610009000,360610009000,"Block Group 0, Census Tract 9, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610009001,360610009001,"Block Group 1, Census Tract 9, New York County, New York",829,144,266,80,31,25,222,74,27,28,283,69
1500000US360610009002,360610009002,"Block Group 2, Census Tract 9, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010010,360610010010,"Block Group 0, Census Tract 10.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010011,360610010011,"Block Group 1, Census Tract 10.01, New York County, New York",752,115,173,58,72,44,137,74,98,48,272,61
1500000US360610010020,360610010020,"Block Group 0, Census Tract 10.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610010021,360610010021,"Block Group 1, Census Tract 10.02, New York County, New York",107,82,0,11,0,11,25,41,42,65,40,41
1500000US360610010022,360610010022,"Block Group 2, Census Tract 10.02, New York County, New York",76,81,35,59,24,42,0,11,0,11,17,25
1500000US360610010023,360610010023,"Block Group 3, Census Tract 10.02, New York County, New York",117,100,31,36,18,34,14,24,5,10,49,58
1500000US360610012001,360610012001,"Block Group 1, Census Tract 12, New York County, New York",271,96,86,51,0,11,59,36,11,16,115,67
1500000US360610012002,360610012002,"Block Group 2, Census Tract 12, New York County, New York",411,185,39,30,32,52,43,35,28,26,269,171
1500000US360610012003,360610012003,"Block Group 3, Census Tract 12, New York County, New York",549,151,174,89,25,20,99,62,18,20,233,115
1500000US360610013001,360610013001,"Block Group 1, Census Tract 13, New York County, New York",1294,253,514,140,22,24,377,141,27,29,354,135
1500000US360610013002,360610013002,"Block Group 2, Census Tract 13, New York County, New York",1499,261,526,258,84,71,471,170,12,19,406,172
1500000US360610014011,360610014011,"Block Group 1, Census Tract 14.01, New York County, New York",986,201,280,97,96,96,204,98,64,50,342,116
1500000US360610014012,360610014012,"Block Group 2, Census Tract 14.01, New York County, New York",756,147,231,79,83,44,149,74,38,47,255,91
1500000US360610014021,360610014021,"Block Group 1, Census Tract 14.02, New York County, New York",638,173,163,107,23,37,95,68,42,56,315,101
1500000US360610014022,360610014022,"Block Group 2, Census Tract 14.02, New York County, New York",250,138,46,41,0,11,45,38,31,40,128,98
1500000US360610015010,360610015010,"Block Group 0, Census Tract 15.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015011,360610015011,"Block Group 1, Census Tract 15.01, New York County, New York",1475,306,516,160,27,31,553,266,15,24,364,146
1500000US360610015012,360610015012,"Block Group 2, Census Tract 15.01, New York County, New York",1064,256,326,138,80,73,246,127,70,51,342,191
1500000US360610015013,360610015013,"Block Group 3, Census Tract 15.01, New York County, New York",600,224,138,81,63,84,0,11,0,11,399,219
1500000US360610015020,360610015020,"Block Group 0, Census Tract 15.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610015021,360610015021,"Block Group 1, Census Tract 15.02, New York County, New York",1730,293,712,205,60,64,407,136,0,11,551,149
1500000US360610015022,360610015022,"Block Group 2, Census Tract 15.02, New York County, New York",2537,432,1173,234,97,92,561,238,16,22,690,224
1500000US360610015023,360610015023,"Block Group 3, Census Tract 15.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610016001,360610016001,"Block Group 1, Census Tract 16, New York County, New York",770,329,319,168,11,20,256,159,39,68,145,97
1500000US360610016002,360610016002,"Block Group 2, Census Tract 16, New York County, New York",256,259,0,11,22,35,183,213,0,11,51,67
1500000US360610016003,360610016003,"Block Group 3, Census Tract 16, New York County, New York",255,161,84,81,0,11,81,83,0,11,90,85
1500000US360610016004,360610016004,"Block Group 4, Census Tract 16, New York County, New York",394,286,124,122,19,31,79,76,0,11,172,160
1500000US360610016005,360610016005,"Block Group 5, Census Tract 16, New York County, New York",323,159,113,76,83,82,20,31,16,26,91,79
1500000US360610018001,360610018001,"Block Group 1, Census Tract 18, New York County, New York",299,165,132,83,11,18,60,72,0,11,96,84
1500000US360610018002,360610018002,"Block Group 2, Census Tract 18, New York County, New York",133,58,0,11,0,11,16,25,0,11,117,59
1500000US360610018003,360610018003,"Block Group 3, Census Tract 18, New York County, New York",887,307,513,215,66,64,169,105,0,11,139,96
1500000US360610018004,360610018004,"Block Group 4, Census Tract 18, New York County, New York",309,208,170,160,0,11,32,50,17,26,90,62
1500000US360610018005,360610018005,"Block Group 5, Census Tract 18, New York County, New York",268,119,117,83,4,9,45,50,0,11,102,65
1500000US360610018006,360610018006,"Block Group 6, Census Tract 18, New York County, New York",309,170,38,44,39,61,88,102,0,11,144,115
1500000US360610018007,360610018007,"Block Group 7, Census Tract 18, New York County, New York",285,188,71,70,30,41,32,44,0,11,152,113
1500000US360610020000,360610020000,"Block Group 0, Census Tract 20, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610020001,360610020001,"Block Group 1, Census Tract 20, New York County, New York",138,88,49,49,14,22,5,10,32,50,38,48
1500000US360610020002,360610020002,"Block Group 2, Census Tract 20, New York County, New York",174,111,36,41,39,62,31,35,0,11,68,75
