GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Built 2014 or later,Margin of Error; Total: - Built 2014 or later,Estimate; Total: - Built 2010 to 2013,Margin of Error; Total: - Built 2010 to 2013,Estimate; Total: - Built 2000 to 2009,Margin of Error; Total: - Built 2000 to 2009,Estimate; Total: - Built 1990 to 1999,Margin of Error; Total: - Built 1990 to 1999,Estimate; Total: - Built 1980 to 1989,Margin of Error; Total: - Built 1980 to 1989,Estimate; Total: - Built 1970 to 1979,Margin of Error; Total: - Built 1970 to 1979,Estimate; Total: - Built 1960 to 1969,Margin of Error; Total: - Built 1960 to 1969,Estimate; Total: - Built 1950 to 1959,Margin of Error; Total: - Built 1950 to 1959,Estimate; Total: - Built 1940 to 1949,Margin of Error; Total: - Built 1940 to 1949,Estimate; Total: - Built 1939 or earlier,Margin of Error; Total: - Built 1939 or earlier
1400000US36061000100,36061000100,"Census Tract 1, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061000201,36061000201,"Census Tract 2.01, New York County, New York",1068,37,0,11,14,24,0,11,0,11,0,11,241,77,111,57,273,82,80,64,349,97
1400000US36061000202,36061000202,"Census Tract 2.02, New York County, New York",3660,84,0,16,0,16,43,55,19,32,15,26,155,95,739,207,809,207,1533,276,347,138
1400000US36061000500,36061000500,"Census Tract 5, New York County, New York",10,16,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,16
1400000US36061000600,36061000600,"Census Tract 6, New York County, New York",4270,173,0,18,0,18,67,63,163,130,242,128,677,237,1073,381,641,237,172,199,1235,325
1400000US36061000700,36061000700,"Census Tract 7, New York County, New York",5339,176,0,16,58,86,621,263,350,179,456,212,379,200,158,101,511,207,209,150,2597,328
1400000US36061000800,36061000800,"Census Tract 8, New York County, New York",3990,143,0,16,0,16,106,82,118,63,60,67,176,86,152,105,98,64,144,88,3136,240
1400000US36061000900,36061000900,"Census Tract 9, New York County, New York",1102,34,0,11,5,7,397,74,40,33,145,58,28,17,15,10,23,22,2,4,447,75
1400000US36061001001,36061001001,"Census Tract 10.01, New York County, New York",858,26,0,11,0,11,0,11,5,9,0,11,4,7,61,38,667,62,91,48,30,22
