GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - With interest, dividends, or net rental income","Margin of Error; Total: - With interest, dividends, or net rental income","Estimate; Total: - No interest, dividends, or net rental income","Margin of Error; Total: - No interest, dividends, or net rental income"
1500000US360610001001,360610001001,"Block Group 1, Census Tract 1, New York County, New York",0,11,0,11,0,11
1500000US360610002010,360610002010,"Block Group 0, Census Tract 2.01, New York County, New York",0,11,0,11,0,11
1500000US360610002011,360610002011,"Block Group 1, Census Tract 2.01, New York County, New York",324,100,68,48,256,92
1500000US360610002012,360610002012,"Block Group 2, Census Tract 2.01, New York County, New York",603,101,36,33,567,99
1500000US360610002020,360610002020,"Block Group 0, Census Tract 2.02, New York County, New York",0,11,0,11,0,11
1500000US360610002021,360610002021,"Block Group 1, Census Tract 2.02, New York County, New York",283,111,68,74,215,103
1500000US360610002022,360610002022,"Block Group 2, Census Tract 2.02, New York County, New York",721,148,113,86,608,153
1500000US360610002023,360610002023,"Block Group 3, Census Tract 2.02, New York County, New York",855,175,0,11,855,175
1500000US360610002024,360610002024,"Block Group 4, Census Tract 2.02, New York County, New York",677,180,12,20,665,182
1500000US360610002025,360610002025,"Block Group 5, Census Tract 2.02, New York County, New York",911,148,225,100,686,145
1500000US360610005000,360610005000,"Block Group 0, Census Tract 5, New York County, New York",0,11,0,11,0,11
1500000US360610005001,360610005001,"Block Group 1, Census Tract 5, New York County, New York",0,11,0,11,0,11
1500000US360610005002,360610005002,"Block Group 2, Census Tract 5, New York County, New York",0,11,0,11,0,11
1500000US360610006000,360610006000,"Block Group 0, Census Tract 6, New York County, New York",0,11,0,11,0,11
1500000US360610006001,360610006001,"Block Group 1, Census Tract 6, New York County, New York",416,164,77,93,339,149
1500000US360610006002,360610006002,"Block Group 2, Census Tract 6, New York County, New York",1132,275,85,76,1047,278
1500000US360610006003,360610006003,"Block Group 3, Census Tract 6, New York County, New York",314,161,22,37,292,152
1500000US360610006004,360610006004,"Block Group 4, Census Tract 6, New York County, New York",360,146,0,11,360,146
1500000US360610006005,360610006005,"Block Group 5, Census Tract 6, New York County, New York",886,231,30,27,856,228
1500000US360610006006,360610006006,"Block Group 6, Census Tract 6, New York County, New York",846,235,102,109,744,219
1500000US360610007000,360610007000,"Block Group 0, Census Tract 7, New York County, New York",0,11,0,11,0,11
1500000US360610007001,360610007001,"Block Group 1, Census Tract 7, New York County, New York",4610,321,1173,321,3437,420
1500000US360610007002,360610007002,"Block Group 2, Census Tract 7, New York County, New York",0,11,0,11,0,11
1500000US360610008000,360610008000,"Block Group 0, Census Tract 8, New York County, New York",0,11,0,11,0,11
1500000US360610008001,360610008001,"Block Group 1, Census Tract 8, New York County, New York",398,118,77,84,321,119
1500000US360610008002,360610008002,"Block Group 2, Census Tract 8, New York County, New York",469,121,33,32,436,127
1500000US360610008003,360610008003,"Block Group 3, Census Tract 8, New York County, New York",495,122,39,62,456,115
1500000US360610008004,360610008004,"Block Group 4, Census Tract 8, New York County, New York",829,190,87,82,742,194
1500000US360610008005,360610008005,"Block Group 5, Census Tract 8, New York County, New York",817,141,95,54,722,148
1500000US360610008006,360610008006,"Block Group 6, Census Tract 8, New York County, New York",577,145,161,107,416,130
1500000US360610009000,360610009000,"Block Group 0, Census Tract 9, New York County, New York",0,11,0,11,0,11
1500000US360610009001,360610009001,"Block Group 1, Census Tract 9, New York County, New York",646,83,233,61,413,71
1500000US360610009002,360610009002,"Block Group 2, Census Tract 9, New York County, New York",0,11,0,11,0,11
1500000US360610010010,360610010010,"Block Group 0, Census Tract 10.01, New York County, New York",0,11,0,11,0,11
1500000US360610010011,360610010011,"Block Group 1, Census Tract 10.01, New York County, New York",743,72,261,64,482,82
1500000US360610010020,360610010020,"Block Group 0, Census Tract 10.02, New York County, New York",0,11,0,11,0,11
1500000US360610010021,360610010021,"Block Group 1, Census Tract 10.02, New York County, New York",822,133,9,18,813,133
1500000US360610010022,360610010022,"Block Group 2, Census Tract 10.02, New York County, New York",695,144,63,74,632,137
1500000US360610010023,360610010023,"Block Group 3, Census Tract 10.02, New York County, New York",741,162,11,17,730,163
1500000US360610012001,360610012001,"Block Group 1, Census Tract 12, New York County, New York",796,102,94,53,702,97
1500000US360610012002,360610012002,"Block Group 2, Census Tract 12, New York County, New York",410,99,109,66,301,92
1500000US360610012003,360610012003,"Block Group 3, Census Tract 12, New York County, New York",537,109,226,81,311,87
1500000US360610013001,360610013001,"Block Group 1, Census Tract 13, New York County, New York",1171,160,174,76,997,171
1500000US360610013002,360610013002,"Block Group 2, Census Tract 13, New York County, New York",1246,177,387,122,859,168
1500000US360610014011,360610014011,"Block Group 1, Census Tract 14.01, New York County, New York",771,110,326,87,445,111
1500000US360610014012,360610014012,"Block Group 2, Census Tract 14.01, New York County, New York",831,103,369,103,462,105
1500000US360610014021,360610014021,"Block Group 1, Census Tract 14.02, New York County, New York",736,86,122,56,614,84
1500000US360610014022,360610014022,"Block Group 2, Census Tract 14.02, New York County, New York",574,87,86,55,488,87
1500000US360610015010,360610015010,"Block Group 0, Census Tract 15.01, New York County, New York",0,11,0,11,0,11
1500000US360610015011,360610015011,"Block Group 1, Census Tract 15.01, New York County, New York",1238,210,513,149,725,197
1500000US360610015012,360610015012,"Block Group 2, Census Tract 15.01, New York County, New York",1596,198,341,110,1255,217
1500000US360610015013,360610015013,"Block Group 3, Census Tract 15.01, New York County, New York",584,158,106,87,478,146
1500000US360610015020,360610015020,"Block Group 0, Census Tract 15.02, New York County, New York",0,11,0,11,0,11
1500000US360610015021,360610015021,"Block Group 1, Census Tract 15.02, New York County, New York",1284,174,428,146,856,170
1500000US360610015022,360610015022,"Block Group 2, Census Tract 15.02, New York County, New York",1853,218,577,174,1276,214
1500000US360610015023,360610015023,"Block Group 3, Census Tract 15.02, New York County, New York",0,11,0,11,0,11
1500000US360610016001,360610016001,"Block Group 1, Census Tract 16, New York County, New York",1010,165,146,97,864,155
1500000US360610016002,360610016002,"Block Group 2, Census Tract 16, New York County, New York",347,134,14,21,333,137
